year,pop,city_st
1956,4391.5191196172245,"Little Silver, NJ"
1957,4621.327729665071,"Little Silver, NJ"
1958,4832.658079744817,"Little Silver, NJ"
1959,5026.039169856458,"Little Silver, NJ"
1960,5201.999999999999,"Little Silver, NJ"
1961,5360.959696172249,"Little Silver, NJ"
1962,5502.897888357256,"Little Silver, NJ"
1963,5627.684332535885,"Little Silver, NJ"
1964,5735.188784688995,"Little Silver, NJ"
1965,5825.281000797448,"Little Silver, NJ"
1966,5897.830736842105,"Little Silver, NJ"
1967,5952.707748803828,"Little Silver, NJ"
1968,5989.781792663477,"Little Silver, NJ"
1969,6008.922624401914,"Little Silver, NJ"
1970,6010,"Little Silver, NJ"
1971,5993.433045454545,"Little Silver, NJ"
1972,5961.838366826157,"Little Silver, NJ"
1973,5918.381940191388,"Little Silver, NJ"
1974,5866.229741626794,"Little Silver, NJ"
1975,5808.5477472089315,"Little Silver, NJ"
1976,5748.501933014354,"Little Silver, NJ"
1977,5689.258275119617,"Little Silver, NJ"
1978,5633.982749601276,"Little Silver, NJ"
1979,5585.841332535885,"Little Silver, NJ"
1980,5548,"Little Silver, NJ"
1981,5522.91312200957,"Little Silver, NJ"
1982,5510.188644338118,"Little Silver, NJ"
1983,5508.722906698565,"Little Silver, NJ"
1984,5517.412248803827,"Little Silver, NJ"
1985,5535.1530103668265,"Little Silver, NJ"
1986,5560.841531100478,"Little Silver, NJ"
1987,5593.374150717704,"Little Silver, NJ"
1988,5631.647208931419,"Little Silver, NJ"
1989,5674.557045454546,"Little Silver, NJ"
1990,5721,"Little Silver, NJ"
1991,5769.905466507177,"Little Silver, NJ"
1992,5820.3350558213715,"Little Silver, NJ"
1993,5871.3834330143545,"Little Silver, NJ"
1994,5922.145263157895,"Little Silver, NJ"
1995,5971.715211323764,"Little Silver, NJ"
1996,6019.187942583732,"Little Silver, NJ"
1997,6063.6581220095695,"Little Silver, NJ"
1998,6104.220414673046,"Little Silver, NJ"
1999,6139.969485645933,"Little Silver, NJ"
2000,6170,"Little Silver, NJ"
2001,6193.400011961722,"Little Silver, NJ"
2002,6209.231132376395,"Little Silver, NJ"
2003,6216.548361244019,"Little Silver, NJ"
2004,6214.406698564593,"Little Silver, NJ"
2005,6201.861144338118,"Little Silver, NJ"
2006,6177.966698564594,"Little Silver, NJ"
2007,6141.778361244019,"Little Silver, NJ"
2008,6092.351132376396,"Little Silver, NJ"
2009,6028.740011961722,"Little Silver, NJ"
2010,5950,"Little Silver, NJ"
1880,855,"Livermore, CA"
1881,961.0417063713488,"Livermore, CA"
1882,1053.112366882398,"Livermore, CA"
1883,1132.0809815331472,"Livermore, CA"
1884,1198.8165503235969,"Livermore, CA"
1885,1254.188073253747,"Livermore, CA"
1886,1299.064550323597,"Livermore, CA"
1887,1334.3149815331474,"Livermore, CA"
1888,1360.8083668823979,"Livermore, CA"
1889,1379.4137063713488,"Livermore, CA"
1890,1391,"Livermore, CA"
1891,1396.6172523543814,"Livermore, CA"
1892,1398.039486364643,"Livermore, CA"
1893,1397.2217295469643,"Livermore, CA"
1894,1396.1190094175254,"Livermore, CA"
1895,1396.6863534925064,"Livermore, CA"
1896,1400.8787892880866,"Livermore, CA"
1897,1410.6513443204465,"Livermore, CA"
1898,1427.9590461057653,"Livermore, CA"
1899,1454.7569221602232,"Livermore, CA"
1900,1493,"Livermore, CA"
1901,1543.7382842111256,"Livermore, CA"
1902,1604.4016876590306,"Livermore, CA"
1903,1671.5151002789955,"Livermore, CA"
1904,1741.6034120063011,"Livermore, CA"
1905,1811.1915127762277,"Livermore, CA"
1906,1876.804292524056,"Livermore, CA"
1907,1934.9666411850671,"Livermore, CA"
1908,1982.2034486945408,"Livermore, CA"
1909,2015.0396049877584,"Livermore, CA"
1910,2030,"Livermore, CA"
1911,2025.093610801116,"Livermore, CA"
1912,2004.2657629992345,"Livermore, CA"
1913,1972.9458693370534,"Livermore, CA"
1914,1936.56334255727,"Livermore, CA"
1915,1900.5475954025824,"Livermore, CA"
1916,1870.3280406156882,"Livermore, CA"
1917,1851.3340909392853,"Livermore, CA"
1918,1848.9951591160711,"Livermore, CA"
1919,1868.7406578887435,"Livermore, CA"
1920,1916,"Livermore, CA"
1921,1994.2252725844105,"Livermore, CA"
1922,2098.9592603440315,"Livermore, CA"
1923,2223.7674223727913,"Livermore, CA"
1924,2362.2152177646185,"Livermore, CA"
1925,2507.8681056134424,"Livermore, CA"
1926,2654.2915450131904,"Livermore, CA"
1927,2795.0509950577916,"Livermore, CA"
1928,2923.711914841175,"Livermore, CA"
1929,3033.8397634572684,"Livermore, CA"
1930,3119,"Livermore, CA"
1931,3174.4612988612425,"Livermore, CA"
1932,3202.30519562464,"Livermore, CA"
1933,3206.3164411717817,"Livermore, CA"
1934,3190.2797863842547,"Livermore, CA"
1935,3157.9799821436477,"Livermore, CA"
1936,3113.201779331549,"Livermore, CA"
1937,3059.7299288295467,"Livermore, CA"
1938,3001.349181519229,"Livermore, CA"
1939,2941.8442882821837,"Livermore, CA"
1940,2885,"Livermore, CA"
1941,2835.66953197062,"Livermore, CA"
1942,2802.9799571574076,"Livermore, CA"
1943,2797.1268129400823,"Livermore, CA"
1944,2828.305636698362,"Livermore, CA"
1945,2906.7119658119655,"Livermore, CA"
1946,3042.541337660612,"Livermore, CA"
1947,3245.98928962402,"Livermore, CA"
1948,3527.251359081908,"Livermore, CA"
1949,3896.523083413995,"Livermore, CA"
1950,4364,"Livermore, CA"
1951,4939.252573256277,"Livermore, CA"
1952,5629.350975745729,"Livermore, CA"
1953,6440.740307067889,"Livermore, CA"
1954,7379.8656668222975,"Livermore, CA"
1955,8453.17215460849,"Livermore, CA"
1956,9667.104870026003,"Livermore, CA"
1957,11028.108912674374,"Livermore, CA"
1958,12542.62938215314,"Livermore, CA"
1959,14217.111378061836,"Livermore, CA"
1960,16058,"Livermore, CA"
1961,18064.40617500427,"Livermore, CA"
1962,20206.10413985968,"Livermore, CA"
1963,22445.53395878836,"Livermore, CA"
1964,24745.13569601245,"Livermore, CA"
1965,27067.349415754077,"Livermore, CA"
1966,29374.61518223538,"Livermore, CA"
1967,31629.373059678488,"Livermore, CA"
1968,33794.06311230554,"Livermore, CA"
1969,35831.12540433867,"Livermore, CA"
1970,37703,"Livermore, CA"
1971,39381.40272672664,"Livermore, CA"
1972,40875.152464815554,"Livermore, CA"
1973,42202.343857778666,"Livermore, CA"
1974,43381.0715491279,"Livermore, CA"
1975,44429.430182375196,"Livermore, CA"
1976,45365.51440103247,"Livermore, CA"
1977,46207.41884861166,"Livermore, CA"
1978,46973.238168624695,"Livermore, CA"
1979,47681.0670045835,"Livermore, CA"
1980,48349,"Livermore, CA"
1981,48995.057918089165,"Livermore, CA"
1982,49636.96600087811,"Livermore, CA"
1983,50292.375610096984,"Livermore, CA"
1984,50978.938107475944,"Livermore, CA"
1985,51714.30485474514,"Livermore, CA"
1986,52516.127213634725,"Livermore, CA"
1987,53402.05654587485,"Livermore, CA"
1988,54389.74421319567,"Livermore, CA"
1989,55496.84157732734,"Livermore, CA"
1990,56741,"Livermore, CA"
1991,58132.6116009167,"Livermore, CA"
1992,59653.031531672015,"Livermore, CA"
1993,61276.355701833396,"Livermore, CA"
1994,62976.68002096833,"Livermore, CA"
1995,64728.100398644245,"Livermore, CA"
1996,66504.71274442863,"Livermore, CA"
1997,68280.61296788894,"Livermore, CA"
1998,70029.89697859262,"Livermore, CA"
1999,71726.66068610716,"Livermore, CA"
2000,73345,"Livermore, CA"
2001,74860.46267824403,"Livermore, CA"
2002,76254.40387243385,"Livermore, CA"
2003,77509.63058256941,"Livermore, CA"
2004,78608.94980865077,"Livermore, CA"
2005,79535.16855067787,"Livermore, CA"
2006,80271.09380865077,"Livermore, CA"
2007,80799.53258256942,"Livermore, CA"
2008,81103.29187243384,"Livermore, CA"
2009,81165.17867824403,"Livermore, CA"
2010,80968,"Livermore, CA"
1960,2521,"Lloyd Harbor, NY"
1961,2663.0009375,"Lloyd Harbor, NY"
1962,2790.415,"Lloyd Harbor, NY"
1963,2903.9621875,"Lloyd Harbor, NY"
1964,3004.3625,"Lloyd Harbor, NY"
1965,3092.3359375,"Lloyd Harbor, NY"
1966,3168.6025,"Lloyd Harbor, NY"
1967,3233.8821875,"Lloyd Harbor, NY"
1968,3288.895,"Lloyd Harbor, NY"
1969,3334.3609375,"Lloyd Harbor, NY"
1970,3371,"Lloyd Harbor, NY"
1971,3399.526875,"Lloyd Harbor, NY"
1972,3420.635,"Lloyd Harbor, NY"
1973,3435.0125,"Lloyd Harbor, NY"
1974,3443.3475,"Lloyd Harbor, NY"
1975,3446.328125,"Lloyd Harbor, NY"
1976,3444.6425,"Lloyd Harbor, NY"
1977,3438.97875,"Lloyd Harbor, NY"
1978,3430.025,"Lloyd Harbor, NY"
1979,3418.469375,"Lloyd Harbor, NY"
1980,3405,"Lloyd Harbor, NY"
1981,3390.3315625,"Lloyd Harbor, NY"
1982,3375.285,"Lloyd Harbor, NY"
1983,3360.7078125,"Lloyd Harbor, NY"
1984,3347.4475,"Lloyd Harbor, NY"
1985,3336.3515625,"Lloyd Harbor, NY"
1986,3328.2675,"Lloyd Harbor, NY"
1987,3324.0428125,"Lloyd Harbor, NY"
1988,3324.525,"Lloyd Harbor, NY"
1989,3330.5615625,"Lloyd Harbor, NY"
1990,3343,"Lloyd Harbor, NY"
1991,3362.356875,"Lloyd Harbor, NY"
1992,3387.825,"Lloyd Harbor, NY"
1993,3418.26625,"Lloyd Harbor, NY"
1994,3452.5425,"Lloyd Harbor, NY"
1995,3489.515625,"Lloyd Harbor, NY"
1996,3528.0475,"Lloyd Harbor, NY"
1997,3567,"Lloyd Harbor, NY"
1998,3605.235,"Lloyd Harbor, NY"
1999,3641.614375,"Lloyd Harbor, NY"
2000,3675,"Lloyd Harbor, NY"
2001,3704.3199375,"Lloyd Harbor, NY"
2002,3728.767,"Lloyd Harbor, NY"
2003,3747.6001875,"Lloyd Harbor, NY"
2004,3760.0785,"Lloyd Harbor, NY"
2005,3765.4609375,"Lloyd Harbor, NY"
2006,3763.0065,"Lloyd Harbor, NY"
2007,3751.9741875,"Lloyd Harbor, NY"
2008,3731.623,"Lloyd Harbor, NY"
2009,3701.2119375,"Lloyd Harbor, NY"
2010,3660,"Lloyd Harbor, NY"
1990,2503,"Lockport, LA"
1991,2522.615,"Lockport, LA"
1992,2540.56,"Lockport, LA"
1993,2556.835,"Lockport, LA"
1994,2571.44,"Lockport, LA"
1995,2584.375,"Lockport, LA"
1996,2595.64,"Lockport, LA"
1997,2605.235,"Lockport, LA"
1998,2613.16,"Lockport, LA"
1999,2619.415,"Lockport, LA"
2000,2624,"Lockport, LA"
2001,2626.915,"Lockport, LA"
2002,2628.16,"Lockport, LA"
2003,2627.735,"Lockport, LA"
2004,2625.64,"Lockport, LA"
2005,2621.875,"Lockport, LA"
2006,2616.44,"Lockport, LA"
2007,2609.335,"Lockport, LA"
2008,2600.56,"Lockport, LA"
2009,2590.115,"Lockport, LA"
2010,2578,"Lockport, LA"
1880,606,"Lodi, CA"
1881,734.2106544297671,"Lodi, CA"
1882,837.2944967640306,"Lodi, CA"
1883,917.38152700279,"Lodi, CA"
1884,976.6017451460457,"Lodi, CA"
1885,1017.0851511937976,"Lodi, CA"
1886,1040.9617451460458,"Lodi, CA"
1887,1050.3615270027901,"Lodi, CA"
1888,1047.4144967640304,"Lodi, CA"
1889,1034.2506544297673,"Lodi, CA"
1890,1013.0000000000002,"Lodi, CA"
1891,985.9682146842795,"Lodi, CA"
1892,956.1637045303573,"Lodi, CA"
1893,926.7705567955361,"Lodi, CA"
1894,900.9728587371178,"Lodi, CA"
1895,881.9546976124049,"Lodi, CA"
1896,872.9001606786995,"Lodi, CA"
1897,876.9933351933041,"Lodi, CA"
1898,897.4183084135209,"Lodi, CA"
1899,937.3591675966521,"Lodi, CA"
1900,1000,"Lodi, CA"
1901,1087.646486833115,"Lodi, CA"
1902,1199.09068511454,"Lodi, CA"
1903,1332.2462458150658,"Lodi, CA"
1904,1485.026819905483,"Lodi, CA"
1905,1655.346058356583,"Lodi, CA"
1906,1841.1176121391559,"Lodi, CA"
1907,2040.2551322239935,"Lodi, CA"
1908,2250.672269581886,"Lodi, CA"
1909,2470.2826751836246,"Lodi, CA"
1910,2697,"Lodi, CA"
1911,2928.6918379832605,"Lodi, CA"
1912,3163.0415550114826,"Lodi, CA"
1913,3397.6864599442006,"Lodi, CA"
1914,3630.2638616409495,"Lodi, CA"
1915,3858.4110689612635,"Lodi, CA"
1916,4079.7653907646754,"Lodi, CA"
1917,4291.964135910722,"Lodi, CA"
1918,4492.644613258934,"Lodi, CA"
1919,4679.444131668849,"Lodi, CA"
1920,4850,"Lodi, CA"
1921,5003.595161233844,"Lodi, CA"
1922,5146.09509483953,"Lodi, CA"
1923,5285.010914408131,"Lodi, CA"
1924,5427.853733530718,"Lodi, CA"
1925,5582.134665798364,"Lodi, CA"
1926,5755.364824802141,"Lodi, CA"
1927,5955.055324133121,"Lodi, CA"
1928,6188.717277382376,"Lodi, CA"
1929,6463.861798140978,"Lodi, CA"
1930,6788,"Lodi, CA"
1931,7165.345517081364,"Lodi, CA"
1932,7586.922065630397,"Lodi, CA"
1933,8040.455882423276,"Lodi, CA"
1934,8513.673204236178,"Lodi, CA"
1935,8994.300267845281,"Lodi, CA"
1936,9470.06331002676,"Lodi, CA"
1937,9928.688567556796,"Lodi, CA"
1938,10357.902277211562,"Lodi, CA"
1939,10745.430675767238,"Lodi, CA"
1940,11079,"Lodi, CA"
1941,11351.387770440699,"Lodi, CA"
1942,11575.57664263888,"Lodi, CA"
1943,11769.600555898764,"Lodi, CA"
1944,11951.493449524569,"Lodi, CA"
1945,12139.289262820512,"Lodi, CA"
1946,12351.021935090816,"Lodi, CA"
1947,12604.725405639696,"Lodi, CA"
1948,12918.433613771376,"Lodi, CA"
1949,13310.18049879007,"Lodi, CA"
1950,13798,"Lodi, CA"
1951,14394.227401155838,"Lodi, CA"
1952,15088.403363814079,"Lodi, CA"
1953,15864.369893981666,"Lodi, CA"
1954,16705.968997665546,"Lodi, CA"
1955,17597.04268087267,"Lodi, CA"
1956,18521.432949609974,"Lodi, CA"
1957,19462.981809884415,"Lodi, CA"
1958,20405.531267702936,"Lodi, CA"
1959,21332.92332907248,"Lodi, CA"
1960,22229,"Lodi, CA"
1961,23080.381624935944,"Lodi, CA"
1962,23884.801902104802,"Lodi, CA"
1963,24642.772868174572,"Lodi, CA"
1964,25354.806559813245,"Lodi, CA"
1965,26021.415013688817,"Lodi, CA"
1966,26643.11026646928,"Lodi, CA"
1967,27220.40435482264,"Lodi, CA"
1968,27753.809315416882,"Lodi, CA"
1969,28243.837184920005,"Lodi, CA"
1970,28691,"Lodi, CA"
1971,29100.11309910038,"Lodi, CA"
1972,29493.205027766708,"Lodi, CA"
1973,29896.607633320047,"Lodi, CA"
1974,30336.652763081478,"Lodi, CA"
1975,30839.67226437207,"Lodi, CA"
1976,31431.9979845129,"Lodi, CA"
1977,32139.96177082503,"Lodi, CA"
1978,32989.89547062954,"Lodi, CA"
1979,34008.130931247506,"Lodi, CA"
1980,35221,"Lodi, CA"
1981,36642.86097866253,"Lodi, CA"
1982,38240.17798682837,"Lodi, CA"
1983,39967.441598545236,"Lodi, CA"
1984,41779.14238786085,"Lodi, CA"
1985,43629.7709288229,"Lodi, CA"
1986,45473.81779547913,"Lodi, CA"
1987,47265.77356187724,"Lodi, CA"
1988,48960.12880206495,"Lodi, CA"
1989,50511.37409008996,"Lodi, CA"
1990,51874,"Lodi, CA"
1991,53014.3819862495,"Lodi, CA"
1992,53946.43502491981,"Lodi, CA"
1993,54695.958972499,"Lodi, CA"
1994,55288.753685475145,"Lodi, CA"
1995,55750.619020336315,"Lodi, CA"
1996,56107.35483357057,"Lodi, CA"
1997,56384.760981666004,"Lodi, CA"
1998,56608.63732111067,"Lodi, CA"
1999,56804.78370839264,"Lodi, CA"
2000,56999,"Lodi, CA"
2001,57214.709076339466,"Lodi, CA"
2002,57465.82591349238,"Lodi, CA"
2003,57763.88851145875,"Lodi, CA"
2004,58120.43487023857,"Lodi, CA"
2005,58547.002989831846,"Lodi, CA"
2006,59055.13087023857,"Lodi, CA"
2007,59656.35651145875,"Lodi, CA"
2008,60362.21791349238,"Lodi, CA"
2009,61184.25307633946,"Lodi, CA"
2010,62134,"Lodi, CA"
1900,800,"Lodi, NJ"
1901,1074.2259193872426,"Lodi, NJ"
1902,1365.322523355098,"Lodi, NJ"
1903,1671.9278119035662,"Lodi, NJ"
1904,1992.679785032647,"Lodi, NJ"
1905,2326.216442742341,"Lodi, NJ"
1906,2671.175785032647,"Lodi, NJ"
1907,3026.195811903566,"Lodi, NJ"
1908,3389.914523355098,"Lodi, NJ"
1909,3760.969919387243,"Lodi, NJ"
1910,4138.000000000001,"Lodi, NJ"
1911,4519.880496735309,"Lodi, NJ"
1912,4906.438067302863,"Lodi, NJ"
1913,5297.737100954294,"Lodi, NJ"
1914,5693.8419869412355,"Lodi, NJ"
1915,6094.817114515319,"Lodi, NJ"
1916,6500.726872928177,"Lodi, NJ"
1917,6911.635651431441,"Lodi, NJ"
1918,7327.607839276745,"Lodi, NJ"
1919,7748.707825715721,"Lodi, NJ"
1920,8175,"Lodi, NJ"
1921,8605.360093671521,"Lodi, NJ"
1922,9033.909207433451,"Lodi, NJ"
1923,9453.579784279256,"Lodi, NJ"
1924,9857.304267202411,"Lodi, NJ"
1925,10238.015099196384,"Lodi, NJ"
1926,10588.644723254645,"Lodi, NJ"
1927,10902.125582370667,"Lodi, NJ"
1928,11171.39011953792,"Lodi, NJ"
1929,11389.370777749875,"Lodi, NJ"
1930,11549,"Lodi, NJ"
1931,11646.381128578603,"Lodi, NJ"
1932,11690.301102963334,"Lodi, NJ"
1933,11692.71776192868,"Lodi, NJ"
1934,11665.58894424912,"Lodi, NJ"
1935,11620.872488699146,"Lodi, NJ"
1936,11570.526234053239,"Lodi, NJ"
1937,11526.508019085886,"Lodi, NJ"
1938,11500.775682571571,"Lodi, NJ"
1939,11505.28706328478,"Lodi, NJ"
1940,11552,"Lodi, NJ"
1941,11651.293392014064,"Lodi, NJ"
1942,11807.23038071321,"Lodi, NJ"
1943,12022.295168006027,"Lodi, NJ"
1944,12298.971955801106,"Lodi, NJ"
1945,12639.744946007031,"Lodi, NJ"
1946,13047.098340532397,"Lodi, NJ"
1947,13523.516341285787,"Lodi, NJ"
1948,14071.48315017579,"Lodi, NJ"
1949,14693.482969110999,"Lodi, NJ"
1950,15392,"Lodi, NJ"
1951,16165.888303365144,"Lodi, NJ"
1952,16999.481374183826,"Lodi, NJ"
1953,17873.482566047212,"Lodi, NJ"
1954,18768.59523254646,"Lodi, NJ"
1955,19665.522727272728,"Lodi, NJ"
1956,20544.968403817176,"Lodi, NJ"
1957,21387.63561577097,"Lodi, NJ"
1958,22174.227716725265,"Lodi, NJ"
1959,22885.44806027122,"Lodi, NJ"
1960,23502,"Lodi, NJ"
1961,24009.534394525363,"Lodi, NJ"
1962,24413.49212255148,"Lodi, NJ"
1963,24724.261567805122,"Lodi, NJ"
1964,24952.23111401306,"Lodi, NJ"
1965,25107.78914490206,"Lodi, NJ"
1966,25201.324044198896,"Lodi, NJ"
1967,25243.224195630337,"Lodi, NJ"
1968,25243.877982923153,"Lodi, NJ"
1969,25213.673789804117,"Lodi, NJ"
1970,25163,"Lodi, NJ"
1971,25100.3851185334,"Lodi, NJ"
1972,25026.918135610245,"Lodi, NJ"
1973,24941.828162732294,"Lodi, NJ"
1974,24844.344311401306,"Lodi, NJ"
1975,24733.695693119036,"Lodi, NJ"
1976,24609.11141938724,"Lodi, NJ"
1977,24469.820601707685,"Lodi, NJ"
1978,24315.05235158212,"Lodi, NJ"
1979,24144.035780512306,"Lodi, NJ"
1980,23956,"Lodi, NJ"
1981,23751.559131341033,"Lodi, NJ"
1982,23536.867335007533,"Lodi, NJ"
1983,23319.463781265695,"Lodi, NJ"
1984,23106.88764038172,"Lodi, NJ"
1985,22906.6780826218,"Lodi, NJ"
1986,22726.374278252133,"Lodi, NJ"
1987,22573.515397538926,"Lodi, NJ"
1988,22455.640610748367,"Lodi, NJ"
1989,22380.28908814666,"Lodi, NJ"
1990,22355,"Lodi, NJ"
1991,22384.76935610246,"Lodi, NJ"
1992,22464.42052435962,"Lodi, NJ"
1993,22586.23371220492,"Lodi, NJ"
1994,22742.48912707182,"Lodi, NJ"
1995,22925.46697639377,"Lodi, NJ"
1996,23127.44746760422,"Lodi, NJ"
1997,23340.710808136613,"Lodi, NJ"
1998,23557.53720542441,"Lodi, NJ"
1999,23770.206866901055,"Lodi, NJ"
2000,23971,"Lodi, NJ"
2001,24152.70544424912,"Lodi, NJ"
2002,24310.14656755399,"Lodi, NJ"
2003,24438.655369914617,"Lodi, NJ"
2004,24533.56385133099,"Lodi, NJ"
2005,24590.204011803115,"Lodi, NJ"
2006,24603.90785133099,"Lodi, NJ"
2007,24570.007369914616,"Lodi, NJ"
2008,24483.834567553993,"Lodi, NJ"
2009,24340.72144424912,"Lodi, NJ"
2010,24136,"Lodi, NJ"
1960,14983,"Lomita, CA"
1961,15955.006116071429,"Lomita, CA"
1962,16798.153095238096,"Lomita, CA"
1963,17519.7709375,"Lomita, CA"
1964,18127.18964285714,"Lomita, CA"
1965,18627.739211309523,"Lomita, CA"
1966,19028.749642857143,"Lomita, CA"
1967,19337.5509375,"Lomita, CA"
1968,19561.473095238096,"Lomita, CA"
1969,19707.84611607143,"Lomita, CA"
1970,19784,"Lomita, CA"
1971,19797.775660714287,"Lomita, CA"
1972,19759.057666666668,"Lomita, CA"
1973,19678.2415,"Lomita, CA"
1974,19565.72264285714,"Lomita, CA"
1975,19431.896577380954,"Lomita, CA"
1976,19287.158785714288,"Lomita, CA"
1977,19141.90475,"Lomita, CA"
1978,19006.52995238095,"Lomita, CA"
1979,18891.429875,"Lomita, CA"
1980,18807,"Lomita, CA"
1981,18761.081241071428,"Lomita, CA"
1982,18751.296238095238,"Lomita, CA"
1983,18772.7130625,"Lomita, CA"
1984,18820.399785714286,"Lomita, CA"
1985,18889.424479166668,"Lomita, CA"
1986,18974.855214285715,"Lomita, CA"
1987,19071.7600625,"Lomita, CA"
1988,19175.207095238096,"Lomita, CA"
1989,19280.26438392857,"Lomita, CA"
1990,19382,"Lomita, CA"
1991,19476.396375,"Lomita, CA"
1992,19563.09338095238,"Lomita, CA"
1993,19642.64525,"Lomita, CA"
1994,19715.606214285715,"Lomita, CA"
1995,19782.53050595238,"Lomita, CA"
1996,19843.97235714286,"Lomita, CA"
1997,19900.486,"Lomita, CA"
1998,19952.625666666667,"Lomita, CA"
1999,20000.945589285715,"Lomita, CA"
2000,20046,"Lomita, CA"
2001,20088.160258928572,"Lomita, CA"
2002,20127.066238095238,"Lomita, CA"
2003,20162.1749375,"Lomita, CA"
2004,20192.943357142856,"Lomita, CA"
2005,20218.82849702381,"Lomita, CA"
2006,20239.287357142857,"Lomita, CA"
2007,20253.7769375,"Lomita, CA"
2008,20261.754238095236,"Lomita, CA"
2009,20262.67625892857,"Lomita, CA"
2010,20256,"Lomita, CA"
1880,226,"Lompoc, CA"
1881,388.37775538062976,"Lompoc, CA"
1882,528.5115651211195,"Lompoc, CA"
1883,647.7864292214695,"Lompoc, CA"
1884,747.5873476816794,"Lompoc, CA"
1885,829.2993205017493,"Lompoc, CA"
1886,894.3073476816794,"Lompoc, CA"
1887,943.9964292214695,"Lompoc, CA"
1888,979.7515651211196,"Lompoc, CA"
1889,1002.9577553806299,"Lompoc, CA"
1890,1015.0000000000002,"Lompoc, CA"
1891,1017.4091935432443,"Lompoc, CA"
1892,1012.2998088304327,"Lompoc, CA"
1893,1001.932213245649,"Lompoc, CA"
1894,988.5667741729773,"Lompoc, CA"
1895,974.4638589965015,"Lompoc, CA"
1896,961.8838351003056,"Lompoc, CA"
1897,953.0870698684736,"Lompoc, CA"
1898,950.3339306850893,"Lompoc, CA"
1899,955.8847849342368,"Lompoc, CA"
1900,972,"Lompoc, CA"
1901,1000.210470446393,"Lompoc, CA"
1902,1039.1291995571498,"Lompoc, CA"
1903,1086.6397177959345,"Lompoc, CA"
1904,1140.6255556264116,"Lompoc, CA"
1905,1198.970243512245,"Lompoc, CA"
1906,1259.5573119170986,"Lompoc, CA"
1907,1320.2702913046367,"Lompoc, CA"
1908,1378.9927121385235,"Lompoc, CA"
1909,1433.6081048824233,"Lompoc, CA"
1910,1482,"Lompoc, CA"
1911,1522.7699246711836,"Lompoc, CA"
1912,1557.391392940968,"Lompoc, CA"
1913,1588.0559155706123,"Lompoc, CA"
1914,1616.9550033213764,"Lompoc, CA"
1915,1646.2801669545192,"Lompoc, CA"
1916,1678.2229172313007,"Lompoc, CA"
1917,1714.97476491298,"Lompoc, CA"
1918,1758.7272207608166,"Lompoc, CA"
1919,1811.67179553607,"Lompoc, CA"
1920,1876,"Lompoc, CA"
1921,1953.120830868872,"Lompoc, CA"
1922,2041.3132286789778,"Lompoc, CA"
1923,2138.0736199216153,"Lompoc, CA"
1924,2240.898431088083,"Lompoc, CA"
1925,2347.284088669678,"Lompoc, CA"
1926,2454.727019157699,"Lompoc, CA"
1927,2560.7236490434434,"Lompoc, CA"
1928,2662.77040481821,"Lompoc, CA"
1929,2758.363712973296,"Lompoc, CA"
1930,2845,"Lompoc, CA"
1931,2920.886751853328,"Lompoc, CA"
1932,2987.0756923431204,"Lompoc, CA"
